2018-08-02 19:18:02,"b'@BestBuy today: walked in, wandered around, told guy I wanted to look at Apple watches, waited 10-15 while employee\xe2\x80\xa6 https://t.co/h036f21udR'"
2018-08-02 19:18:02,"b'@BestBuy today: walked in, wandered around, told guy I wanted to look at Apple watches, waited 10-15 while employee\xe2\x80\xa6 https://t.co/h036f21udR'"
2018-08-02 19:18:02,"b'@BestBuy today: walked in, wandered around, told guy I wanted to look at Apple watches, waited 10-15 while employee\xe2\x80\xa6 https://t.co/h036f21udR'"
2018-08-02 19:18:02,"b'@BestBuy today: walked in, wandered around, told guy I wanted to look at Apple watches, waited 10-15 while employee\xe2\x80\xa6 https://t.co/h036f21udR'"
2018-08-02 19:18:02,"b'@BestBuy today: walked in, wandered around, told guy I wanted to look at Apple watches, waited 10-15 while employee\xe2\x80\xa6 https://t.co/h036f21udR'"
2018-08-02 19:18:02,"b'@BestBuy today: walked in, wandered around, told guy I wanted to look at Apple watches, waited 10-15 while employee\xe2\x80\xa6 https://t.co/h036f21udR'"
2018-08-02 19:18:02,"b'@BestBuy today: walked in, wandered around, told guy I wanted to look at Apple watches, waited 10-15 while employee\xe2\x80\xa6 https://t.co/h036f21udR'"
2018-08-09 23:18:47,"b'BestBuy, why do you only sell Apple and Samsung phone cases?'"
2018-08-09 21:53:21,b'@kroger https://t.co/gNPBVpBL03 That\xe2\x80\x99s a lot of people who use #ApplePay I humbly suggest it\xe2\x80\x99s time your organizati\xe2\x80\xa6 https://t.co/6FGhWOXZHW'
2018-08-09 18:06:16,b'@BestBuy Deal of the Day: Two @Apple Product Discounts\n\nhttps://t.co/KoOEJGmJfV https://t.co/Wvt7YLUuQ4'
2018-08-09 13:46:05,"b'Save $200 on the Apple 21.5"" iMac Intel Core i5 3.0GHz 8GB Memory 1TB Hard Drive - Silver. #Deal'"
2018-08-09 08:47:00,b'RT @FatKidDeals: STEAL!!!\n\nApple Airpods from Bestbuy for $115.59!!\n\nUse promo code PRONTO15\n\nhttps://t.co/BfIygV6UF0 https://t.co/hzEyqMCZ\xe2\x80\xa6'
2018-08-09 05:26:09,b'STEAL!!!\n   \nApple Airpods from Bestbuy for $115.59!!\n\nUse promo code PRONTO15\n\nhttps://t.co/Evq0z6VAjv https://t.co/Uf9fd6wi5w'
2018-08-09 05:03:42,b'STEAL!!!\n   \nApple Airpods from Bestbuy for $115.59!!\n\nUse promo code PRONTO15\n\nhttps://t.co/EDkSvIS4M3 https://t.co/ts8dZNhC62'
2018-08-09 04:58:43,b'STEAL!!!\n   \nApple Airpods from Bestbuy for $115.59!!\n\nUse promo code PRONTO15\n\nhttps://t.co/bMUuy2PuPq https://t.co/vjoJfRw7i8'
2018-08-09 04:44:41,b'RT @FatKidDeals: STEAL!!!\n\nApple Airpods from Bestbuy for $115.59!!\n\nUse promo code PRONTO15\n\nhttps://t.co/BfIygV6UF0 https://t.co/hzEyqMCZ\xe2\x80\xa6'
2018-08-09 04:44:41,b'RT @FatKidDeals: STEAL!!!\n   \nApple Airpods from Bestbuy for $115.59!!\n\nUse promo code PRONTO15\n\nhttps://t.co/tMgsF7Q3IS https://t.co/g4K6g\xe2\x80\xa6'
2018-08-09 04:43:53,b'RT @FatKidDeals: STEAL!!!\n\nApple Airpods from Bestbuy for $115.59!!\n\nUse promo code PRONTO15\n\nhttps://t.co/BfIygV6UF0 https://t.co/hzEyqMCZ\xe2\x80\xa6'
2018-08-09 04:39:21,b'RT @FatKidDeals: STEAL!!!\n   \nApple Airpods from Bestbuy for $115.59!!\n\nUse promo code PRONTO15\n\nhttps://t.co/tMgsF7Q3IS https://t.co/g4K6g\xe2\x80\xa6'
2018-08-09 04:33:52,b'RT @FatKidDeals: STEAL!!!\n   \nApple Airpods from Bestbuy for $115.59!!\n\nUse promo code PRONTO15\n\nhttps://t.co/tMgsF7Q3IS https://t.co/g4K6g\xe2\x80\xa6'
2018-08-09 04:29:28,b'RT @FatKidDeals: STEAL!!!\n   \nApple Airpods from Bestbuy for $115.59!!\n\nUse promo code PRONTO15\n\nhttps://t.co/tMgsF7Q3IS https://t.co/g4K6g\xe2\x80\xa6'
2018-08-09 04:29:17,b'RT @FatKidDeals: STEAL!!!\n   \nApple Airpods from Bestbuy for $115.59!!\n\nUse promo code PRONTO15\n\nhttps://t.co/tMgsF7Q3IS https://t.co/g4K6g\xe2\x80\xa6'
2018-08-09 04:28:03,b'RT @FatKidDeals: STEAL!!!\n   \nApple Airpods from Bestbuy for $115.59!!\n\nUse promo code PRONTO15\n\nhttps://t.co/tMgsF7Q3IS https://t.co/g4K6g\xe2\x80\xa6'
2018-08-09 04:27:57,b'RT @FatKidDeals: STEAL!!!\n   \nApple Airpods from Bestbuy for $115.59!!\n\nUse promo code PRONTO15\n\nhttps://t.co/tMgsF7Q3IS https://t.co/g4K6g\xe2\x80\xa6'
2018-08-09 04:25:46,b'RT @FatKidDeals: STEAL!!!\n   \nApple Airpods from Bestbuy for $115.59!!\n\nUse promo code PRONTO15\n\nhttps://t.co/tMgsF7Q3IS https://t.co/g4K6g\xe2\x80\xa6'
